video_id,clip_id,text,label,label_T,label_A,label_V,annotation,mode
video_0517,01,会干什么事情去捡，今天跌了半导体。,0.0,-0.6,0.4,0.2,Neutral,valid
video_0518,01,民主民主和组合就是宁德时代，其实这两个都是核心的标杆，那么如果再去挖一些二线的，比如说锂电池的，我们说的是上游的矿，你们那里的矿给盯紧了就可以了。,0.4,0.2,0.6,0.0,Weak Positive,test
video_0519,01,那么现在有个好处什么的上游开始跌价。,0.2,0.6,1.0,0.0,Neutral,valid
video_0519,02,那下游呢整个产量也不错。,0.2,1.0,0.6,0.0,Neutral,valid
video_0520,01,它是新能源里面跌的最猛的一个板块。,-0.4,-0.6,-1.0,0.0,Weak Negative,valid
video_0520,02,比如说像季报一季报，半年报，三季报，或者是年报这种重要的时点的时候。,0.0,0.2,-0.2,0.0,Neutral,valid
video_0521,01,他有一大优势它比所有的板块是先跌的，它是年初就跌了，而年初以后到现在周期涨了10个月了。,1.0,0.2,1.0,0.2,Strong Positive,test
video_0522,01,有些人就跟着哗哗往下走，所以这一块的影响是比较大的，我建议大家独立思考，多学方法啊也是半导体。,-0.4,-0.6,0.2,0.4,Weak Negative,valid
video_0522,02,换句话说这一波市场入的资金只认涨价啊，不认识，所谓的这个国产基的逻辑已经讲过很多次了。,0.0,-0.2,-1.0,0.0,Neutral,valid
video_0522,03,极其的弱的弱，所以说就是我我是感觉到就是平台上的大家的持仓会跟随着节目的效果而走。,-0.8,-0.2,-1.0,0.6,Strong Negative,valid
video_0522,04,所以说就是我我是感觉到就是平台上的大家的持仓会跟随着节目的效果而走，但是这一个是不太好的方式。,-0.4,-0.6,-0.6,0.4,Weak Negative,valid
video_0523,01,前期我觉得在做节目的时候我们说锂电方向进入了深水区，像我这种低手我就不来了，那么你们自己玩，我去找一点适合我这种低手的。,0.0,-0.6,-1.0,0.6,Neutral,valid
video_0524,01,那回到正题啊，刚刚我们的例子说到了过去一周，确实啊，大家可以发现上证跟创业板是不有点像跷跷板的效应。,0.0,-0.6,-0.2,0.6,Neutral,valid
video_0524,02,前一段时间呢在6月份7月份那时候创业板的什么当红炸子鸡是吧。,0.2,0.2,1.0,0.0,Neutral,valid
video_0524,03,创业板相对来说比较稳定是吧。,-0.6,0.4,-1.0,0.0,Weak Negative,valid
video_0525,01,无敌正极是无敌的，我们特别是早期的一些朋友，以及后面能够去理解什么叫无敌，正极的这个朋友是把握到了那一个这个无敌正极品种。,0.2,0.4,1.0,1.0,Neutral,valid
video_0526,01,龙头最安全，因为没有量化机构在里面收割好吗。,0.2,0.4,0.6,0.2,Neutral,valid
video_0527,01,今天也是大涨，隆基股份也是大涨。,0.6,0.6,1.0,0.0,Weak Positive,test
video_0527,02,隆基股份也是大涨，北方稀土也是大涨。,0.6,0.6,1.0,0.0,Weak Positive,test
video_0527,03,但是这些有量的这些细分的龙头表现还可以。,0.6,0.6,0.2,0.0,Weak Positive,test
video_0527,04,不不是几十个亿甚至百亿这个级别的，今天的话就要选择了。,-0.6,-0.2,-0.6,0.0,Weak Negative,valid
video_0528,01,那原因呢，有两个方面，第1个方面是从资金面的角度来考虑资金面，每年四季度尤其是到最后是资金面比较紧张的，因为银行的年度考核往往都落在四季度1期12月份。,-0.4,-0.8,-0.6,0.0,Weak Negative,valid
video_0529,01,集采想不到吧，新能源电池也可以，集采是可以的。,-0.4,0.2,0.4,1.0,Weak Negative,test
video_0530,01,其实今天已经得到验证了，大家会发现，噢，原来新能源跌也没事啊，我只要拉医药就能把创业板指就回来啊。,0.0,0.6,0.6,0.0,Neutral,valid
video_0531,01,涨价的这样的风口，那么我觉得可以去挖掘一下，但是我们不建议追高了，追高是不可取。,0.0,-0.4,0.2,0.6,Neutral,valid
video_0532,01,就是最后一周，基本上呢应该幅度，空间都不会很大，可能就是100点。,0.0,-1.0,-0.6,-0.4,Neutral,valid
video_0533,01,如果你等了，结果接下来新能源还在往下调的话就走了。,0.0,-1.0,-0.6,0.0,Neutral,valid
video_0534,01,比如说钢铁煤炭之类的，另外呢，我觉得本周的重点像我们关注的焦点应该是在化工方面。,0.2,-0.2,1.0,0.0,Neutral,valid
video_0534,02,那核心的触碰点就是新能源车的销量很好。,0.4,0.6,0.6,0.0,Weak Positive,test
video_0534,03,导致了什么磷酸铁锂整个一个需求方大举增加，所以导致了锂矿整个一个业绩非常好。,0.4,0.6,0.6,-0.2,Weak Positive,test
video_0534,04,所以导致了锂矿整个一个业绩非常好，所以本周我觉得重点在这个地方。,0.4,0.6,0.6,-0.2,Weak Positive,test
video_0534,05,所以如果我们的短线投资朋友们，你可以把别的东西可以扔到旁边，把这个东西抓到手里面。,0.6,0.6,0.6,0.0,Weak Positive,test
video_0534,06,这里面有肉吃好好去把握。,0.6,0.6,1.0,0.0,Weak Positive,test
video_0535,01,一哥茅台是什么意思，不是说是只一格北上资金持仓最多的一只股票股价都在跌。,-0.2,0.0,-0.6,0.0,Neutral,valid
video_0535,02,其实他的股票做的不好。,-0.4,-1.0,-1.0,0.0,Weak Negative,test
video_0535,03,对于这种品种得花点时间。,0.0,-0.6,-0.2,0.0,Neutral,valid
video_0536,01,就是趋势性的机构重仓的，这个医美版块，其实并没有很好的反应。,-0.6,-1.0,-1.0,-0.2,Weak Negative,test
video_0536,02,而且中等企业有个好处就是题材起来说它弹性比较大，机构重仓拉去市的时候也能跟的上。,0.4,0.6,0.6,0.2,Weak Positive,test
video_0537,01,当然还有成长品种里边还包括家电。,0.0,0.4,0.6,0.0,Neutral,valid
video_0537,02,家电的话今天都还可以，为什么也是跟房地产这个产业链相关的。,0.4,0.4,0.6,0.0,Weak Positive,test
video_0537,03,为什么也是跟房地产这个产业链相关的，所以今天的话市场最大的看点就是一个字，房啊房跟房相关的基本上都在反弹。,0.0,0.6,0.6,0.0,Neutral,valid
video_0537,04,所以说对于基金重仓，我这边依旧是一个保守的一个观点。,0.0,0.4,0.0,0.0,Neutral,valid
video_0537,05,啊现在市场的话这个体量足够大，所以说大家伙在做的时候，你要先认清是机会多还是风险多。,0.0,-0.2,0.0,0.4,Neutral,valid
video_0538,01,在这一块的话我们重点是关注这个设备啊。,0.0,0.2,0.2,0.0,Neutral,valid
video_0538,02,接下来疯狂离场的时候，如果那一波你没走的话。,0.0,-0.2,-1.0,0.0,Neutral,valid
video_0538,03,但是相对来说增长空间有限。,-0.4,0.2,-0.2,0.0,Weak Negative,test
video_0538,04,最猛的是中间的制造这一块的制造是包括了各种各样的产业链啊，光刻机刻蚀设备。,0.2,0.0,0.4,0.2,Neutral,valid
video_0538,05,这些企业才是这个产量增长增速最大的一块。,0.2,0.6,0.6,0.2,Neutral,valid
video_0538,06,很多人其实可能买了南大光电就觉得自己是做的半导体，人家是光刻胶的材料，只是一个题材概念。,0.0,-0.2,-0.6,1.0,Neutral,valid
video_0539,01,不是非常看好。,-0.2,-0.6,-1.0,0.0,Neutral,valid
video_0540,01,平台上也跟大家说过就是汽车零部件方向，我觉得还是有机会。,0.2,0.6,0.6,0.0,Neutral,valid
video_0540,02,我个人感觉应该还有二波就是，不仅是一波还有第2波。,0.6,0.2,1.0,0.0,Weak Positive,test
video_0540,03,目前是一个存量格局，但现在还没明白呢，去做简单题，不要去做难题，我觉得这是一个比较好的策略。,0.6,0.6,0.6,-0.2,Weak Positive,test
video_0541,01,就是不会，市场是低估了这么一个点，就是锂的价格低一点呢，结论就是会不仅不会回调甚至还会上行。,0.0,0.6,0.6,0.0,Neutral,valid
video_0541,02,但是市场没有充分的表现出这一块，那你现在需要什么需要等。,0.0,-0.2,-0.2,-0.2,Neutral,valid
video_0541,03,这个时间节点一旦给你信号，那你要去引起比较大的一个重视就可以了。,0.0,0.6,0.0,-0.2,Neutral,valid
video_0542,01,能够实现一定的择时的这种品种啊，那可能大肉是吃不上了，但是小肉还是有希望的。,0.2,0.6,0.2,0.6,Neutral,valid
video_0543,01,其实没什么影响啊，其实没什么，因为他需求变大。,0.0,0.6,0.6,0.2,Neutral,valid
video_0544,01,那对于横向整理阶段那就很简单了，你把这个箱体画好，往上翻转减仓，往下翻转买滚球。,0.0,0.4,0.6,0.6,Neutral,valid
video_0544,02,我们容易赚钱的品种就是形成单边攻击阶段的品种容易赚钱，对于大家来讲就是我们选的其实就是右侧交易形成突破的品种。,0.0,0.6,0.6,0.0,Neutral,valid
video_0545,01,所以说你为军工板块小跌小买大跌大买，你自己看看龙头公司是不是到了大跌的位置就是就是收入。,0.0,0.4,0.6,0.2,Neutral,valid
video_0546,01,那对于我来说，可能我这种风格类型的人可能就是主攻风能呢还会继续看。,0.0,0.2,0.6,0.4,Neutral,valid
video_0546,02,另外呢就是我刚刚跟季老师还在聊的就是化工类的，我觉得还没结束。,0.0,0.2,-0.2,0.0,Neutral,valid
video_0546,03,攻击力感觉不太够啊，来看一下，比如说假期里面都有什么重磅的新闻出来，或者说有什么重要的行业利好，那么也没有新的刺激。,-0.4,-0.6,-0.6,0.6,Weak Negative,test
video_0547,01,但是现在都不是机会，流动性的宽松是暂时的。,-0.8,-1.0,-1.0,0.4,Strong Negative,test
video_0547,02,所以我们会觉得整个科技产业也不是那么稳。,-0.8,-1.0,-1.0,0.0,Strong Negative,test
video_0548,01,他将是一个持续往上行的行业。,0.6,1.0,1.0,0.0,Weak Positive,test
video_0549,01,那你看一下这个平均股价指数明显他是一个多头格局，而且这个多头还非常的强。,0.8,1.0,1.0,0.0,Strong Positive,test
video_0549,02,所以当下的4块我们说量能很足，按照平均股价这么一个走势来说也很强劲，所以呢，我觉得还是可以积极一点。,1.0,1.0,1.0,0.6,Strong Positive,test
video_0550,01,所以说VR不仅是概念，他是真正有实实在在。,0.0,0.4,0.6,0.0,Neutral,valid
video_0550,02,概念性其实我觉得他不是一个纯概念，就是VR接下来的话是真正有业绩的。,0.6,0.6,0.6,0.0,Weak Positive,test
video_0551,01,当前整个市场资金的体量不是太够，就导致了整个中期的题材不太容易起来。,-0.8,-0.6,-0.6,-0.2,Strong Negative,test
video_0551,02,就当前市场的一个主基调也是非常操作。,0.0,0.2,-0.6,0.0,Neutral,valid
video_0552,01,看到今天也是冲高啊，银行板块也是继续躺赢的一个逻辑，总的来说呢，现在市场逻辑没有变化，依旧是。,0.0,-0.2,0.2,0.6,Neutral,valid
video_0553,01,吸引大主基调之下的房住，不炒的场外资金逐步入场。,0.0,0.6,0.2,0.2,Neutral,valid
video_0554,01,而创业板指呢，在前期持续转强之后呢，这两天也在高位做一个盘整。,0.0,0.2,0.2,0.0,Neutral,valid
video_0555,01,但是呢我也不知道哪天来，可是我能知道的是什么，我能知道的就是这个位置上。,0.0,0.0,-0.2,-0.2,Neutral,valid
video_0555,02,因为情绪乐观吗，尤其是连续10年的牛市，大家伙的情绪是偏乐观的。,0.4,1.0,0.6,0.0,Weak Positive,test
video_0555,03,尤其是之前啊，有大量的新股，新股上市以后他基本上是要调的。,-0.4,0.2,0.2,0.0,Weak Negative,test
video_0555,04,那么你要看一个指数，看哪个指数300成长指数。,0.0,0.2,0.0,0.0,Neutral,valid
video_0556,01,跟我们前两天给大家讲到的，接下来的话，基金可能尤其是基金重仓的品种，大家伙可能要注意适当的要注意一下他们的一个潜在的风险点。,0.0,-1.0,-1.0,0.0,Neutral,valid
video_0557,01,今天不应该再去出手，所以说油四的话，这种纯小票0~30亿的股票今天的话几乎没动。,0.0,-0.6,-1.0,0.0,Neutral,valid
video_0558,01,这是你能够长期看好的这么一个点，那不是说今天涨了，今天跌了，涨跌都看好，你有没有这个信念。,0.2,-0.6,0.2,0.4,Neutral,valid
video_0559,01,的确当前这个医美板块处于这个超跌的啊。,0.0,0.0,-0.2,0.0,Neutral,test
video_0560,01,就是这个这个波段这个波段其实还是比较好做的，说实话用日线级别做特别好做。,0.2,0.6,0.6,0.0,Neutral,test
video_0561,01,有军工这个我们给了一些这个材料，以及这个这个军工特种芯片还是持续去往新高去创的。,0.8,0.6,1.0,-0.2,Strong Positive,test
video_0561,02,那意味着什么，就是你现在去看军工是什么等待企稳，但企稳未给你信号时怎么办，依然维持看多的观点维持不变。,0.0,0.4,0.6,-0.2,Neutral,test
video_0561,03,但是有一点要强调一下，因为军工你要适当的变化一下。,0.0,-0.2,0.2,0.0,Neutral,test
video_0561,04,直接点明了对吧，主机场它里面去扎堆，那意味着很容易形成踩踏。,0.0,-0.6,-0.6,-0.2,Neutral,test
video_0562,01,还有这个甚至可能会部分的光伏储能也会去动，所以说集中集中在机构认可度比较高的可能是什么，可能是半导体。,-0.4,0.2,-0.2,-0.2,Weak Negative,test
video_0563,01,他们想找什么小反弹，另外一种还有就是强趋势股，他们也在就是不想让位啊。,0.0,-0.2,0.6,0.6,Neutral,test
video_0564,01,那么这就是A股，刚才这朋友讲到的还是要看业绩，是的还是要看业绩业绩好的，他慢慢的绝对会水涨船高。,0.0,0.6,0.6,0.6,Neutral,test
video_0564,02,那么你如果是好企业，慢慢的一定会越来越好的。,0.0,1.0,0.6,0.0,Neutral,test
video_0564,03,记住股票市场真正的作用其实不是帮助中小企业。,0.0,-0.2,-0.6,0.0,Neutral,test
video_0564,04,美国股市的话，它的它的整个的历史告诉我们，股票市场其实是一个财富管理的池子。,0.0,0.2,0.0,-0.2,Neutral,test
video_0564,05,现在才有四五千家上市的，其实大量的中小企业是没有在资本市场获利的。,0.0,-0.6,-0.6,-0.2,Neutral,test
video_0564,06,我们知道如果当地的一个老板他的企业上市了，你说他高兴吗，他太高兴了，因为他身边没有几家上市的。,0.0,0.4,0.6,-0.2,Neutral,test
video_0565,01,不仅是白马要回来，刚才我们说的是低估值的，低估值的天生没有套牢盘。,0.4,0.2,0.6,0.0,Weak Positive,test
video_0565,02,中字头的低估值的甚至包括银行现在是被套在银行里边了啊，所以说接下来的话低估值的还是可以看白马，记住刚才我说的点必须需要放量。,0.4,0.6,0.2,0.6,Weak Positive,test
video_0566,01,是为什么是大市值的股票，今天是一个反弹。,0.0,0.6,0.6,0.4,Neutral,test
video_0566,02,那么关于接下来的一个消费，或者说呃这个白马里边刚才我说了一个点，那就是钢铁要跌价。,0.0,-0.4,-0.6,0.0,Neutral,test
video_0566,03,钢铁跌价下游的制造业会受益。,0.0,0.8,0.2,0.0,Neutral,test
video_0566,04,那么白电白色家电的逻辑会慢慢的凸显出来。,0.6,0.6,0.6,0.0,Weak Positive,test
video_0566,05,之前白色家电坦白讲受压于两个因素，第1个就是出口有点增速不及预期，因为疫情期间的话，我们的白电我们的家电出口处都卖疯了。,0.0,0.6,-0.6,0.2,Neutral,test
video_0567,01,今天杀进明天杀出这个人不用考虑了。,0.0,-0.6,-0.6,0.0,Neutral,test
video_0568,01,平台期之后可能会顶着监管还是继续往上拉，但是那个时候后面的钱我已经不转了啊。,0.0,-1.0,0.2,0.0,Neutral,test
video_0569,01,就像今天的盘我们刚上来我们就说了不一定是底，不知道今天上午结构能不能见到底，反正我只能告诉大家，就是行情不好少做，如果你非要做小仓位做次新做医美是吧，是我们反复强调的。,-0.6,-0.4,-0.6,0.2,Weak Negative,test
video_0570,01,你要么助涨要么助跌2选1，基本上我觉得助跌啊。,-0.6,-0.8,-0.6,0.2,Weak Negative,test
video_0571,01,有没有发现周五的时候率先反弹的是医药板块，医药板块里边有两个，一个是迈瑞，一个是眼科龙头，爱尔他俩为什么率先反弹。,0.0,0.0,0.6,0.6,Neutral,test
video_0572,01,那么如果没有增量的话呢，那个指数的空间可能并不大。,-0.8,-0.6,-0.6,-0.2,Strong Negative,test
video_0573,01,我是说完全的那种什么爆啊，或者10年一遇的大机会，我个人感觉不是这样，我们是走一步看一步，但是呢预期稍微降低，这是我的一个整体策略。,-0.8,-0.4,-0.6,0.0,Strong Negative,test
video_0574,01,那么这个新能源这个主线的话，是没有任何没有任何疑问的啊。,0.0,0.4,0.6,0.0,Neutral,test
video_0574,02,是没有任何没有任何疑问的啊，未来的话光伏风电风电的一哥，我们知道海上的霸主海上风电的老大是不是也翻倍了。,0.2,0.6,0.6,0.0,Neutral,test
video_0575,01,我们的内部啊也这样分享，就是时间节点呢已经差不多了，而且呢，目前看到整个利空的好像也差不多了。,0.4,0.0,0.6,0.0,Weak Positive,test
video_0576,01,那你聊的时候你会发现这些品种当时了解的是如火如荼啊。,0.0,0.2,0.6,0.0,Neutral,test
video_0576,02,你就特别喜欢，那喜欢完以后你发现。,0.0,0.2,0.0,0.4,Neutral,test
video_0577,01,明显的话是比之前的话是要有所萎缩的。,-0.8,-1.0,-1.0,0.0,Strong Negative,test
video_0578,01,考验一个人止损能力的时候就到了今天的时候，实际上我们给了一个明确的措施是多看少动。,-0.4,-0.6,-0.6,0.2,Weak Negative,test
video_0579,01,我们知道这个周期板块什么时候涨价比较猛啊，恰恰是在7月份8月份。,0.2,0.6,0.6,0.0,Neutral,test
video_0579,02,所以说啊，周期板块里边的这个接下来的行情依旧是看点啊。,-0.2,1.0,-1.0,0.4,Neutral,test
video_0580,01,至少说震荡一般我都是涨跌涨跌，但是这一次看到了那个实际上是在就是就是那个中秋回来之后第1天的时候我们就说过。,0.0,-0.2,0.4,0.6,Neutral,test
video_0580,02,这个局做得好，低开之后是吧拉了一些比较支撑指数的一些板块，那么那个时候也没有北上资金，所以说相对来说看得比较轻就很轻松，打了一根反包大阳线。,0.2,0.6,0.6,0.0,Neutral,test
video_0581,01,啊另外的话一个是代工的龙头。,0.0,0.2,0.2,0.0,Neutral,test
video_0581,02,那是因为业绩只要一公布一发成绩单的时候军工就开始有点怂了。,0.0,-0.8,-0.2,0.6,Neutral,test
video_0582,01,你可能你要是节奏踩不对的话，你不仅不赚钱还亏钱，我为什么这么给大家讲，大家伙可以看看创业板指或者创业板里面的很多个股，这段时间在不断的去新低啊。,-0.4,-0.6,-0.6,0.0,Weak Negative,test
video_0582,02,你去看一下创业板里边的成份股有创新高的吗，没有就假如你的资金在那那边潜伏着或者在那边配置的，那不好意思这段时间要亏钱了。,-0.4,-1.0,-0.6,0.6,Weak Negative,test
video_0582,03,所以啊，这种行情大家伙也也要注意，跟以往不一样，现在就是结构性的行情，结构性机会虽然说是还是捡钱的逻辑，可是呢，你还这点要特别注意一下好的啊。,-0.4,-0.2,0.2,0.6,Weak Negative,test
video_0583,01,很多时候就知道问我券商，我说我不回答券商是一家这一家的不一定是说它多好，这一家那就是跌下来它能回去。,0.6,0.2,0.4,0.2,Weak Positive,test
video_0584,01,因为这个通货膨胀这个时候你涨也不行跌也不行，只能是不涨不跌啊。,0.0,-0.2,-0.6,0.0,Neutral,test
video_0585,01,那有一个票我觉得是特别明显啊，类似于广告牌一样6500，然后涨了180%吧。,0.8,0.6,1.0,0.0,Strong Positive,test
video_0585,02,我们说集团金或者说大的机构朋友，其实最近一段时间并不好过。,-0.8,-0.6,-1.0,-0.6,Strong Negative,test
video_0585,03,因为整个市场的量能并没有达到8月份。,-0.4,-1.0,-0.8,0.0,Weak Negative,test
video_0585,04,那一波很充沛的量能，所以呢，大机构或大的活跃游资并没有吃到肉。,-0.8,-0.6,-1.0,0.0,Strong Negative,test
video_0586,01,那是因为什么呢，因为你可能是追高追进去的一些仓位呢，随着这种放量下跌，那你必然会恐慌。,-0.8,-0.6,-1.0,0.6,Strong Negative,test
video_0587,01,那对于政经呢，我觉得这个重仓板块呢，我觉得还是有一些有一些参考意义的，因为它属于什么啊。,0.6,0.6,0.6,0.0,Weak Positive,test
video_0588,01,就他横向整理指数没有特别大的机会。,-0.2,-0.6,-0.6,0.0,Neutral,test
video_0589,01,今年的走的比较好的叫一方谈中证指数型基金好举个例子啊。,0.0,0.6,0.6,-0.4,Neutral,test
video_0590,01,就是你你的仓位管理，那就是你的配置管理是否合适直接决定你的账户。,0.0,0.2,0.0,0.0,Neutral,test
video_0590,02,就是再加上啊，加上一个仓位管理就是未来的话，这个你在这个投资过程中很有必要啊，可能之前就是大家伙，就是撸起袖子就干就可以了是吧。,0.2,0.6,0.6,0.6,Neutral,test
video_0591,01,他往下持有空间啊，但是也不是很多。,-0.4,-0.6,-1.0,0.0,Weak Negative,test
video_0592,01,你愿不愿意去承受，如果你不愿意去承受，那好我的策略很明确。,0.0,0.2,-0.6,0.4,Neutral,test
video_0592,02,那么地产属于基金重仓吗，历史上是在10年以前10年左右，10年以前地产的话是基金重仓。,0.0,0.2,0.6,0.4,Neutral,test
video_0593,01,后来他的整个的数学体系推算出来之后，最重要的不是选股票，不是卖点，而是仓位管理。,0.0,0.2,0.2,0.6,Neutral,test
video_0594,01,什么意思啊，也就是说当阿里和腾讯都撑不住的时候，你爱尔眼科算什么呀。,-0.4,-1.0,-1.0,0.6,Weak Negative,test
video_0594,02,这个前段时间港股的这些巨头下跌，这些品种也跌了。,-0.4,-1.0,-0.6,0.4,Weak Negative,test
video_0594,03,这些品种也跌了，但是这个下跌我们说了是个情绪盘刹情绪资金杀的。,0.0,-0.6,-0.6,0.8,Neutral,test
video_0594,04,这个时候马上迎来了一个修复。,0.0,1.0,0.6,0.8,Neutral,test
video_0594,05,他们目前来看今天反弹的幅度不大。,0.0,-0.4,-0.6,0.0,Neutral,test
video_0594,06,但是我说的是有机会。,0.6,0.4,0.6,0.0,Weak Positive,test
video_0595,01,你比如说拿种子，它有一些股票，它长期是涨的一月线级别看从它上市以来就是缓推缓推，每年反正都能赚点钱缓推涨的。,-0.4,0.6,0.6,0.4,Weak Negative,test
video_0595,02,这个是比较困难的，你可以看看很多农业类的上市公司，你打年k线来看。,-0.2,-0.2,-0.6,0.2,Neutral,test
video_0596,01,如果你看到消费最近反弹的话，如果就是有资金主动把主动权让给他，让他带着指数往上走，那么接下来的话，指数将被北上资金的交易给调控。,0.0,0.6,-0.6,0.0,Neutral,test
video_0597,01,更多的话可能是靠的是真的是秀秀肌肉啊，就是接下来的半年报的业绩啊，真的是好放言到两市的话，他们的盈利能力不亚于白酒。,1.0,1.0,1.0,0.0,Strong Positive,test
video_0598,01,这个态度在里面对不对，长高了谁都怕啊，但是我说的对，未知的恐惧你一定要把它变成已知。,0.0,0.6,0.6,-0.2,Neutral,test
video_0598,02,就是你有没有深入去研究它，它第1个它为什么涨，为什么今年上半年是到现在才涨得这么好，这是第1个点啊。,0.0,0.6,0.6,0.0,Neutral,test
video_0599,01,那用机构的话说呢，现在叫什么业绩真空期，也就是当下呢。,0.0,-0.2,0.2,0.0,Neutral,test
video_0599,02,游资风格就是打的最凶的一个岗位。,0.0,-0.2,0.2,0.0,Neutral,test
video_0599,03,那么整个的中小票为主导情况下呢。,0.0,-0.2,0.0,0.0,Neutral,test
video_0600,01,你买的公司处于什么样的水平。,0.0,0.0,0.0,0.0,Neutral,test
video_0600,02,实际上我们是到1.6左右开始离场。,0.0,-0.2,-0.2,0.0,Neutral,test
video_0600,03,必将抽离来自于科技成长，甚至我们看到后期抽到了这一个毛指数的这个资金。,-0.4,0.2,0.2,-0.2,Weak Negative,test
video_0600,04,半导体它还没跌完这第1点。,0.0,0.2,-0.6,0.4,Neutral,test
video_0601,01,所以整个趋势向哪你是看大的格局来看的话，短期的消息影响只是短期一两天的行情或者一阶段行情。,0.0,0.2,-0.6,0.6,Neutral,test
video_0601,02,但长期不改它本身的趋势。,0.0,-0.2,-0.6,0.0,Neutral,test
video_0602,01,现在我觉得主要是后面锂矿的价格一呢，是否能够持续继续攀升，第二呢，它的一个时间周期能不能在高位呢很久一点。,0.0,0.2,0.6,-0.2,Neutral,test
video_0602,02,我觉得这是我们关注锂电铝矿的一些核心要素吧。,0.0,0.2,0.6,-0.2,Neutral,test
video_0602,03,就是宁王呢目前按照机构的估值，明年的业绩大概80倍左右，按照明年的他们不说今年了80倍左右。,0.0,0.2,0.6,-0.4,Neutral,test
video_0603,01,白马反弹那么周期调整周期反弹白马调整。,0.0,0.4,0.2,1.0,Neutral,test
video_0604,01,看我的节目呢，我经常在节目当中跟大家说是谨慎对吧，四季度呢，我们以前说了6个字叫做降预期降节奏啊，其实这个呢还是在原先的当下当中。,-0.4,0.2,-1.0,0.0,Weak Negative,test
video_0604,02,可以呢是试试水啊，这是我觉得当前来说。,0.0,0.2,0.2,0.0,Neutral,test
video_0604,03,从时间上来说应该是已经差不多两个月吗，9月15号到11月15号。,0.0,0.0,0.6,0.0,Neutral,test
video_0604,04,大家也看到所谓的元宇宙非常好，那么你看它的业绩啊。,0.4,0.6,1.0,0.0,Weak Positive,test
video_0604,05,我们整个资金的参与层面呢，是觉得看好未来的。,0.6,0.6,0.6,0.0,Weak Positive,test
video_0605,01,以往的高位放量不好。,-0.4,-1.0,-0.6,0.0,Weak Negative,test
video_0605,02,现在的话高位放量不是说完全不好。,0.0,-0.6,0.4,0.0,Neutral,test
video_0606,01,就是这一个项目里面除了粤港澳大湾区这个概念明天会涨之外，就是概念你不用想了，明天肯定会涨啊。,0.4,1.0,0.6,0.6,Weak Positive,test
video_0606,02,朋友其实还是比较爽的，然后第2个是中药啊，中药这个题材就是以这个方案你看其他的都是预期之内的啊。,0.0,0.4,0.6,0.0,Neutral,test
video_0606,03,包括剑桥搞合作，但是中药是超预期的。,0.6,1.0,0.6,0.0,Weak Positive,test
video_0607,01,稍微它的回撤啊收益性就更差一点，它属于这种中间类别的。,-0.6,-0.6,-0.6,0.0,Weak Negative,test
video_0607,02,所以这种表现出来呢，就是你要稳定的，然后呢又不想承担风险的，但你的收益呢要求不高的啊，这些风险偏好的这些投资者可能会比较喜欢。,0.4,0.6,0.6,0.0,Weak Positive,test
video_0608,01,昨天我们知道美国股市已经连续调整了一周了，调整了一周，他昨天高开继续创历史新高。,0.4,0.4,0.6,0.6,Weak Positive,test
video_0608,02,这就是美国，它不是美国企业在美国上市就是在美股的半导体的龙头的走势。,0.0,0.2,0.6,-0.2,Neutral,test
video_0608,03,显然这个行业啊，它的体量也非常大，一定会也会诞生一批这种类似的牛股来我们A股，但是问题在哪儿，问题在于现在还得需要一个过程。,0.4,-0.6,0.6,0.0,Weak Positive,test
video_0609,01,电池就后面可能氢燃料电池相关的，有一次发酵的一个机会。,0.8,0.4,1.0,-0.2,Strong Positive,test
video_0610,01,什么是具备经济增速不好之中的最强的确定性是谁，只有一个老师说是食品消费没有食品消费，可怜巴巴的百分之十几，甚至有的可能是负增长的一个增速它是吗，它不是。,0.0,-0.6,-0.2,0.6,Neutral,test
video_0610,02,机构整个持仓只占军工的整体，大量的持仓只有不到5%。,0.0,-0.6,-0.6,0.2,Neutral,test
video_0611,01,还是跟地产相关的，可能也有一些利空。,-0.6,-0.6,-0.2,0.4,Weak Negative,test
video_0611,02,下跌不下去另外能涨的话呢，因为没有量能配合。,0.0,-0.6,-0.6,-0.4,Neutral,test
video_0611,03,所以呢，力度和高度呢可能会有限。,0.0,-0.6,-0.6,-0.4,Neutral,test
video_0611,04,当然因为已经调整了两个月了，那么休整已经差不多了。,0.0,0.2,0.6,-0.4,Neutral,test
video_0611,05,那么休整已经差不多了，所以未来我觉得是可能会曲线向上。,1.0,1.0,1.0,-0.4,Strong Positive,test
video_0612,01,现货锁盘啊，这是一个非常恶劣的一个事件，昨天查了。,-0.8,-0.6,-0.6,0.2,Strong Negative,test
video_0613,01,可能在当下乃至于未来一段时间可能都会比较时髦。,0.0,0.2,-0.2,0.0,Neutral,test
video_0614,01,现在两次加起来就是1.3万亿啊。,0.4,0.2,0.6,0.6,Weak Positive,test
video_0614,02,什么概念呢快翻倍了，所以呢必须得知足一下。,0.0,0.6,0.6,0.0,Neutral,test
video_0614,03,不是说量不足我觉得量很足啊。,1.0,0.6,1.0,0.6,Strong Positive,test
video_0615,01,其实是人民币，他为什么要推出数字人民币就他得去定向的去宽松，而不是说我的这个钱又流到房地产里面去。,0.0,0.6,0.6,-0.2,Neutral,test
video_0616,01,唉，对于市场观点呢，其实我一直秉持着减量的一个基本状态。,0.0,0.2,0.6,0.0,Neutral,test
